NUM_BODIES
3

NUM_STEPS
10000

NAMES
Body1
Body2
Body3

MASSES
1
1
1

RADII
0.1
0.1
0.1

TRAJECTORIES
Step No,Body1x,Body1y,Body1z,Body1vx,Body1vy,Body1vz,Body2x,Body2y,Body2z,Body2vx,Body2vy,Body2vz,Body3x,Body3y,Body3z,Body3vx,Body3vy,Body3vz,
22.000000,-1.0505993,0.13875337,0.00000000,-0.22712128,-0.46625995,0.00000000,0.83111171,-0.33080511,0.00000000,-0.77832838,-0.28889196,0.00000000,0.21983203,0.19153230,0.00000000,1.0081729,0.75001663,0.00000000,
23.000000,-1.0529143,0.13409266,0.00000000,-0.21837516,-0.46663263,0.00000000,0.82340019,-0.33374781,0.00000000,-0.79268666,-0.27809882,0.00000000,0.22988558,0.19908559,0.00000000,1.0138100,0.73934623,0.00000000,
24.000000,-1.0551412,0.12942799,0.00000000,-0.20973944,-0.46695908,0.00000000,0.81554484,-0.33658488,0.00000000,-0.80699504,-0.26684617,0.00000000,0.23999526,0.20653471,0.00000000,1.0194955,0.72816897,0.00000000,
25.000000,-1.0572813,0.12475984,0.00000000,-0.20121052,-0.46724302,0.00000000,0.80754605,-0.33931174,0.00000000,-0.82123357,-0.25512807,0.00000000,0.25016165,0.21387461,0.00000000,1.0252055,0.71648307,0.00000000,
26.000000,-1.0593355,0.12008866,0.00000000,-0.19278479,-0.46748797,0.00000000,0.79940444,-0.34192376,0.00000000,-0.83538141,-0.24293969,0.00000000,0.26038513,0.22110020,0.00000000,1.0309150,0.70428772,0.00000000,
27.000000,-1.0613050,0.11541485,0.00000000,-0.18445862,-0.46769728,0.00000000,0.79112079,-0.34441626,0.00000000,-0.84941688,-0.23027741,0.00000000,0.27066582,0.22820639,0.00000000,1.0365983,0.69158320,0.00000000,
28.000000,-1.0631908,0.11073878,0.00000000,-0.17622835,-0.46787413,0.00000000,0.78269612,-0.34678452,0.00000000,-0.86331752,-0.21713892,0.00000000,0.28100359,0.23518807,0.00000000,1.0422289,0.67837096,0.00000000,
29.000000,-1.0649938,0.10606079,0.00000000,-0.16809030,-0.46802150,0.00000000,0.77413166,-0.34902378,0.00000000,-0.87706017,-0.20352332,0.00000000,0.29139806,0.24204017,0.00000000,1.0477797,0.66465377,0.00000000,
30.000000,-1.0667150,0.10138120,0.00000000,-0.16004079,-0.46814224,0.00000000,0.76542887,-0.35112925,0.00000000,-0.89062106,-0.18943124,0.00000000,0.30184855,0.24875761,0.00000000,1.0532229,0.65043580,0.00000000,
31.000000,-1.0683552,0.096700282,0.00000000,-0.15207613,-0.46823903,0.00000000,0.75658946,-0.35309617,0.00000000,-0.90397588,-0.17486491,0.00000000,0.31235415,0.25533535,0.00000000,1.0585302,0.63572271,0.00000000,
32.000000,-1.0699154,0.092018287,0.00000000,-0.14419260,-0.46831438,0.00000000,0.74761535,-0.35491978,0.00000000,-0.91709995,-0.15982827,0.00000000,0.32291362,0.26176840,0.00000000,1.0636731,0.62052175,0.00000000,
33.000000,-1.0713964,0.087335443,0.00000000,-0.13638650,-0.46837067,0.00000000,0.73850872,-0.35659534,0.00000000,-0.92996828,-0.14432703,0.00000000,0.33352548,0.26805186,0.00000000,1.0686228,0.60484186,0.00000000,
34.000000,-1.0727989,0.082651951,0.00000000,-0.12865411,-0.46841014,0.00000000,0.72927202,-0.35811817,0.00000000,-0.94255574,-0.12836876,0.00000000,0.34418793,0.27418087,0.00000000,1.0733504,0.58869371,0.00000000,
35.000000,-1.0741238,0.077967991,0.00000000,-0.12099170,-0.46843487,0.00000000,0.71990793,-0.35948365,0.00000000,-0.95483722,-0.11196296,0.00000000,0.35489890,0.28015068,0.00000000,1.0778271,0.57208977,0.00000000,
36.000000,-1.0753717,0.073283719,0.00000000,-0.11339557,-0.46844684,0.00000000,0.71041938,-0.36068726,0.00000000,-0.96678775,-0.095121052,0.00000000,0.36565602,0.28595668,0.00000000,1.0820245,0.55504435,0.00000000,
37.000000,-1.0765433,0.068599272,0.00000000,-0.10586199,-0.46844786,0.00000000,0.70080955,-0.36172456,0.00000000,-0.97838271,-0.077856476,0.00000000,0.37645664,0.29159436,0.00000000,1.0859142,0.53757364,0.00000000,
38.000000,-1.0776393,0.063914769,0.00000000,-0.098387229,-0.46843965,0.00000000,0.69108189,-0.36259125,0.00000000,-0.98959796,-0.060184664,0.00000000,0.38729783,0.29705939,0.00000000,1.0894689,0.51969571,0.00000000,
39.000000,-1.0786603,0.059230309,0.00000000,-0.090967580,-0.46842379,0.00000000,0.68124006,-0.36328318,0.00000000,-1.0004101,-0.042123051,0.00000000,0.39817636,0.30234759,0.00000000,1.0926616,0.50143049,0.00000000,
40.000000,-1.0796068,0.054545977,0.00000000,-0.083599322,-0.46840173,0.00000000,0.67128801,-0.36379634,0.00000000,-1.0107964,-0.023691052,0.00000000,0.40908874,0.30745498,0.00000000,1.0954666,0.48279977,0.00000000,
41.000000,-1.0804794,0.049861841,0.00000000,-0.076278739,-0.46837485,0.00000000,0.66122986,-0.36412693,0.00000000,-1.0207354,-0.0049100169,0.00000000,0.42003124,0.31237778,0.00000000,1.0978592,0.46382712,0.00000000,
42.000000,-1.0812786,0.045177956,0.00000000,-0.069002119,-0.46834437,0.00000000,0.65106999,-0.36427134,0.00000000,-1.0302069,0.014196831,0.00000000,0.43099983,0.31711246,0.00000000,1.0998160,0.44453783,0.00000000,
43.000000,-1.0820048,0.040494363,0.00000000,-0.061765750,-0.46831142,0.00000000,0.64081299,-0.36422620,0.00000000,-1.0391918,0.033604478,0.00000000,0.44199027,0.32165572,0.00000000,1.1013152,0.42495884,0.00000000,
44.000000,-1.0826585,0.035811092,0.00000000,-0.054565924,-0.46827703,0.00000000,0.63046363,-0.36398836,0.00000000,-1.0476728,0.053286223,0.00000000,0.45299809,0.32600450,0.00000000,1.1023365,0.40511861,0.00000000,
45.000000,-1.0832400,0.031128162,0.00000000,-0.047398935,-0.46824212,0.00000000,0.62002687,-0.36355493,0.00000000,-1.0556345,0.073213803,0.00000000,0.46401860,0.33015606,0.00000000,1.1028616,0.38504698,0.00000000,
46.000000,-1.0837497,0.026445583,0.00000000,-0.040261081,-0.46820752,0.00000000,0.60950784,-0.36292333,0.00000000,-1.0630630,0.093357535,0.00000000,0.47504692,0.33410792,0.00000000,1.1028741,0.36477503,0.00000000,
47.000000,-1.0841878,0.021763355,0.00000000,-0.033148658,-0.46817395,0.00000000,0.59891181,-0.36209121,0.00000000,-1.0699468,0.11368648,0.00000000,0.48607800,0.33785792,0.00000000,1.1023596,0.34433492,0.00000000,
48.000000,-1.0845548,0.017081470,0.00000000,-0.026057968,-0.46814202,0.00000000,0.58824418,-0.36105659,0.00000000,-1.0762763,0.13416861,0.00000000,0.49710663,0.34140421,0.00000000,1.1013059,0.32375972,0.00000000,
49.000000,-1.0848507,0.012399916,0.00000000,-0.018985311,-0.46811227,0.00000000,0.57751045,-0.35981776,0.00000000,-1.0820443,0.15477100,0.00000000,0.50812747,0.34474527,0.00000000,1.0997034,0.30308317,0.00000000,
50.000000,-1.0850759,0.0077186725,0.00000000,-0.011926990,-0.46808514,0.00000000,0.56671622,-0.35837335,0.00000000,-1.0872459,0.17546005,0.00000000,0.51913507,0.34787991,0.00000000,1.0975446,0.28233952,0.00000000,
51.000000,-1.0852304,0.0030377149,0.00000000,-0.0048793050,-0.46806096,0.00000000,0.55586713,-0.35672232,0.00000000,-1.0918785,0.19620165,0.00000000,0.53012389,0.35080730,0.00000000,1.0948243,0.26156330,0.00000000,
52.000000,-1.0853144,-0.0016429850,0.00000000,0.0021614411,-0.46803998,0.00000000,0.54496888,-0.35486399,0.00000000,-1.0959420,0.21696146,0.00000000,0.54108833,0.35352693,0.00000000,1.0915400,0.24078911,0.00000000,
53.000000,-1.0853279,-0.0063234583,0.00000000,0.0091989484,-0.46802237,0.00000000,0.53402716,-0.35279799,0.00000000,-1.0994389,0.23770505,0.00000000,0.55202276,0.35603865,0.00000000,1.0876916,0.22005140,0.00000000,
54.000000,-1.0852711,-0.011003738,0.00000000,0.016236919,-0.46800820,0.00000000,0.52304767,-0.35052431,0.00000000,-1.1023738,0.25839818,0.00000000,0.56292152,0.35834265,0.00000000,1.0832812,0.19938425,0.00000000,
55.000000,-1.0851440,-0.015683860,0.00000000,0.023279056,-0.46799743,0.00000000,0.51203606,-0.34804330,0.00000000,-1.1047539,0.27900700,0.00000000,0.57377897,0.36043948,0.00000000,1.0783135,0.17882116,0.00000000,
56.000000,-1.0849464,-0.020363857,0.00000000,0.030329068,-0.46798995,0.00000000,0.50099791,-0.34535563,0.00000000,-1.1065887,0.29949821,0.00000000,0.58458951,0.36233000,0.00000000,1.0727953,0.15839485,0.00000000,
57.000000,-1.0846785,-0.025043763,0.00000000,0.037390668,-0.46798556,0.00000000,0.48993876,-0.34246231,0.00000000,-1.1078900,0.31983933,0.00000000,0.59534757,0.36401542,0.00000000,1.0667357,0.13813709,0.00000000,
58.000000,-1.0843399,-0.029723612,0.00000000,0.044467571,-0.46798396,0.00000000,0.47886399,-0.33936468,0.00000000,-1.1086716,0.33999884,0.00000000,0.60604771,0.36549728,0.00000000,1.0601460,0.11807848,0.00000000,
59.000000,-1.0839307,-0.034403433,0.00000000,0.051563502,-0.46798476,0.00000000,0.46777888,-0.33606442,0.00000000,-1.1089495,0.35994636,0.00000000,0.61668454,0.36677742,0.00000000,1.0530392,0.098248314,0.00000000,
60.000000,-1.0834507,-0.039083252,0.00000000,0.058682190,-0.46798749,0.00000000,0.45668856,-0.33256349,0.00000000,-1.1087415,0.37965279,0.00000000,0.62725282,0.36785799,0.00000000,1.0454303,0.078674419,0.00000000,
61.000000,-1.0828996,-0.043763092,0.00000000,0.065827373,-0.46799155,0.00000000,0.44559798,-0.32886417,0.00000000,-1.1080672,0.39909048,0.00000000,0.63774746,0.36874141,0.00000000,1.0373359,0.059383044,0.00000000,
62.000000,-1.0822772,-0.048442968,0.00000000,0.073002798,-0.46799628,0.00000000,0.43451192,-0.32496902,0.00000000,-1.1069477,0.41823331,0.00000000,0.64816349,0.36943039,0.00000000,1.0287741,0.040398736,0.00000000,
63.000000,-1.0815832,-0.053122893,0.00000000,0.080212221,-0.46800090,0.00000000,0.42343493,-0.32088085,0.00000000,-1.1054057,0.43705683,0.00000000,0.65849616,0.36992788,0.00000000,1.0197645,0.021744258,0.00000000,
64.000000,-1.0808173,-0.057802868,0.00000000,0.087459408,-0.46800455,0.00000000,0.41237136,-0.31660276,0.00000000,-1.1034649,0.45553827,0.00000000,0.66874089,0.37023707,0.00000000,1.0103275,0.0034405173,0.00000000,
65.000000,-1.0799791,-0.062482890,0.00000000,0.094748137,-0.46800626,0.00000000,0.40132532,-0.31213804,0.00000000,-1.1011503,0.47365669,0.00000000,0.67889328,0.37036138,0.00000000,1.0004848,-0.014493482,0.00000000,
66.000000,-1.0790683,-0.067162943,0.00000000,0.10208220,-0.46800493,0.00000000,0.39030068,-0.30749025,0.00000000,-1.0984876,0.49139291,0.00000000,0.68894917,0.37030442,0.00000000,0.99025866,-0.032040667,0.00000000,
67.000000,-1.0780844,-0.071843004,0.00000000,0.10946540,-0.46799940,0.00000000,0.37930104,-0.30266311,0.00000000,-1.0955035,0.50872962,0.00000000,0.69890462,0.37006997,0.00000000,0.97967217,-0.049185909,0.00000000,
68.000000,-1.0770269,-0.076523037,0.00000000,0.11690155,-0.46798836,0.00000000,0.36832977,-0.29766053,0.00000000,-1.0922250,0.52565132,0.00000000,0.70875589,0.36966200,0.00000000,0.96874873,-0.065916014,0.00000000,
69.000000,-1.0758954,-0.081202994,0.00000000,0.12439448,-0.46797040,0.00000000,0.35738993,-0.29248661,0.00000000,-1.0886795,0.54214432,0.00000000,0.71849951,0.36908459,0.00000000,0.95751208,-0.082219703,0.00000000,
70.000000,-1.0746892,-0.085882813,0.00000000,0.13194804,-0.46794399,0.00000000,0.34648434,-0.28714557,0.00000000,-1.0848948,0.55819671,0.00000000,0.72813222,0.36834196,0.00000000,0.94598607,-0.098087570,0.00000000,
71.000000,-1.0734078,-0.090562418,0.00000000,0.13956610,-0.46790749,0.00000000,0.33561553,-0.28164176,0.00000000,-1.0808985,0.57379829,0.00000000,0.73765100,0.36743844,0.00000000,0.93419455,-0.11351203,0.00000000,
72.000000,-1.0720505,-0.095241718,0.00000000,0.14725252,-0.46785911,0.00000000,0.32478575,-0.27597964,0.00000000,-1.0767185,0.58894055,0.00000000,0.74705309,0.36637842,0.00000000,0.92216123,-0.12848726,0.00000000,
73.000000,-1.0706168,-0.099920602,0.00000000,0.15501120,-0.46779695,0.00000000,0.31399697,-0.27016378,0.00000000,-1.0723821,0.60361655,0.00000000,0.75633594,0.36516638,0.00000000,0.90990954,-0.14300913,0.00000000,
74.000000,-1.0691058,-0.10459894,0.00000000,0.16284605,-0.46771897,0.00000000,0.30325090,-0.26419881,0.00000000,-1.0679166,0.61782086,0.00000000,0.76549726,0.36380684,0.00000000,0.89746250,-0.15707511,0.00000000,
75.000000,-1.0675169,-0.10927659,0.00000000,0.17076100,-0.46762297,0.00000000,0.29254896,-0.25808942,0.00000000,-1.0633487,0.63154948,0.00000000,0.77453498,0.36230435,0.00000000,0.88484268,-0.17068417,0.00000000,
76.000000,-1.0658493,-0.11395339,0.00000000,0.17875998,-0.46750663,0.00000000,0.28189231,-0.25184036,0.00000000,-1.0587046,0.64479972,0.00000000,0.78344727,0.36066348,0.00000000,0.87207205,-0.18383675,0.00000000,
77.000000,-1.0641021,-0.11862913,0.00000000,0.18684695,-0.46736747,0.00000000,0.27128183,-0.24545641,0.00000000,-1.0540100,0.65757011,0.00000000,0.79223250,0.35888880,0.00000000,0.85917193,-0.19653458,0.00000000,
78.000000,-1.0622745,-0.12330361,0.00000000,0.19502588,-0.46720283,0.00000000,0.26071815,-0.23894235,0.00000000,-1.0492898,0.66986030,0.00000000,0.80088929,0.35698488,0.00000000,0.84616293,-0.20878063,0.00000000,
79.000000,-1.0603656,-0.12797658,0.00000000,0.20330075,-0.46700990,0.00000000,0.25020166,-0.23230300,0.00000000,-1.0445682,0.68167095,0.00000000,0.80941643,0.35495626,0.00000000,0.83306487,-0.22057902,0.00000000,
80.000000,-1.0583745,-0.13264778,0.00000000,0.21167555,-0.46678571,0.00000000,0.23973248,-0.22554316,0.00000000,-1.0398688,0.69300363,0.00000000,0.81781295,0.35280743,0.00000000,0.81989676,-0.23193488,0.00000000,
81.000000,-1.0563001,-0.13731691,0.00000000,0.22015429,-0.46652708,0.00000000,0.22931051,-0.21866761,0.00000000,-1.0352139,0.70386070,0.00000000,0.82607805,0.35054286,0.00000000,0.80667675,-0.24285427,0.00000000,
82.000000,-1.0541415,-0.14198364,0.00000000,0.22874098,-0.46623065,0.00000000,0.21893541,-0.21168114,0.00000000,-1.0306255,0.71424521,0.00000000,0.83421113,0.34816694,0.00000000,0.79342211,-0.25334413,0.00000000,
83.000000,-1.0518975,-0.14664761,0.00000000,0.23743963,-0.46589288,0.00000000,0.20860661,-0.20458847,0.00000000,-1.0261244,0.72416081,0.00000000,0.84221175,0.34568401,0.00000000,0.78014922,-0.26341209,0.00000000,
84.000000,-1.0495672,-0.15130843,0.00000000,0.24625425,-0.46551001,0.00000000,0.19832335,-0.19739433,0.00000000,-1.0217304,0.73361163,0.00000000,0.85007967,0.34309832,0.00000000,0.76687356,-0.27306649,0.00000000,
85.000000,-1.0471493,-0.15596566,0.00000000,0.25518886,-0.46507806,0.00000000,0.18808465,-0.19010338,0.00000000,-1.0174627,0.74260221,0.00000000,0.85781477,0.34041406,0.00000000,0.75360968,-0.28231620,0.00000000,
86.000000,-1.0446427,-0.16061884,0.00000000,0.26424747,-0.46459284,0.00000000,0.17788934,-0.18272025,0.00000000,-1.0133393,0.75113736,0.00000000,0.86541711,0.33763532,0.00000000,0.74037124,-0.29117059,0.00000000,
87.000000,-1.0420461,-0.16526746,0.00000000,0.27343407,-0.46404990,0.00000000,0.16773606,-0.17524951,0.00000000,-1.0093775,0.75922214,0.00000000,0.87288687,0.33476610,0.00000000,0.72717101,-0.29963947,0.00000000,
88.000000,-1.0393583,-0.16991096,0.00000000,0.28275264,-0.46344458,0.00000000,0.15762327,-0.16769570,0.00000000,-1.0055935,0.76686170,0.00000000,0.88022439,0.33181031,0.00000000,0.71402088,-0.30773296,0.00000000,
89.000000,-1.0365781,-0.17454874,0.00000000,0.29220713,-0.46277194,0.00000000,0.14754929,-0.16006330,0.00000000,-1.0020028,0.77406126,0.00000000,0.88743010,0.32877175,0.00000000,0.70093188,-0.31546146,0.00000000,
90.000000,-1.0337039,-0.17918015,0.00000000,0.30180146,-0.46202678,0.00000000,0.13751224,-0.15235673,0.00000000,-0.99861983,0.78082599,0.00000000,0.89450456,0.32565413,0.00000000,0.68791417,-0.32283560,0.00000000,
91.000000,-1.0307346,-0.18380451,0.00000000,0.31153952,-0.46120362,0.00000000,0.12751012,-0.14458036,0.00000000,-0.99545826,0.78716099,0.00000000,0.90144844,0.32246105,0.00000000,0.67497715,-0.32986613,0.00000000,
92.000000,-1.0276686,-0.18842104,0.00000000,0.32142514,-0.46029670,0.00000000,0.11754077,-0.13673851,0.00000000,-0.99253087,0.79307116,0.00000000,0.90826251,0.31919599,0.00000000,0.66212939,-0.33656395,0.00000000,
93.000000,-1.0245045,-0.19302896,0.00000000,0.33146209,-0.45929995,0.00000000,0.10760193,-0.12883547,0.00000000,-0.98984960,0.79856118,0.00000000,0.91494761,0.31586234,0.00000000,0.64937871,-0.34293996,0.00000000,
94.000000,-1.0212408,-0.19762739,0.00000000,0.34165408,-0.45820698,0.00000000,0.097691174,-0.12087544,0.00000000,-0.98742558,0.80363545,0.00000000,0.92150469,0.31246337,0.00000000,0.63673221,-0.34900511,0.00000000,
95.000000,-1.0178759,-0.20221540,0.00000000,0.35200473,-0.45701110,0.00000000,0.087805991,-0.11286262,0.00000000,-0.98526913,0.80829803,0.00000000,0.92793475,0.30900225,0.00000000,0.62419629,-0.35477030,0.00000000,
96.000000,-1.0144084,-0.20679200,0.00000000,0.36251755,-0.45570524,0.00000000,0.077943752,-0.10480112,0.00000000,-0.98338977,0.81255256,0.00000000,0.93423887,0.30548202,0.00000000,0.61177668,-0.36024638,0.00000000,
97.000000,-1.0108366,-0.21135613,0.00000000,0.37319597,-0.45428203,0.00000000,0.068101730,-0.096695061,0.00000000,-0.98179627,0.81640227,0.00000000,0.94041818,0.30190564,0.00000000,0.59947847,-0.36544409,0.00000000,
98.000000,-1.0071588,-0.21590665,0.00000000,0.38404325,-0.45273369,0.00000000,0.058277107,-0.088548492,0.00000000,-0.98049663,0.81984991,0.00000000,0.94647388,0.29827593,0.00000000,0.58730617,-0.37037406,0.00000000,
99.000000,-1.0033735,-0.22044235,0.00000000,0.39506253,-0.45105210,0.00000000,0.048466982,-0.080365448,0.00000000,-0.97949809,0.82289769,0.00000000,0.95240721,0.29459564,0.00000000,0.57526370,-0.37504676,0.00000000,
100.00000,-0.99947876,-0.22496194,0.00000000,0.40625675,-0.44922872,0.00000000,0.038668376,-0.072149935,0.00000000,-0.97880719,0.82554729,0.00000000,0.95821945,0.29086738,0.00000000,0.56335444,-0.37947250,0.00000000,
101.00000,-0.99547301,-0.22946405,0.00000000,0.41762870,-0.44725463,0.00000000,0.028878242,-0.063905942,0.00000000,-0.97842971,0.82779979,0.00000000,0.96391191,0.28709367,0.00000000,0.55158129,-0.38366140,0.00000000,
102.00000,-0.99135444,-0.23394721,0.00000000,0.42918090,-0.44512050,0.00000000,0.019093473,-0.055637441,0.00000000,-0.97837071,0.82965567,0.00000000,0.96948595,0.28327694,0.00000000,0.53994662,-0.38762337,0.00000000,
103.00000,-0.98712125,-0.23840988,0.00000000,0.44091566,-0.44281657,0.00000000,0.0093109044,-0.047348399,0.00000000,-0.97863454,0.83111476,0.00000000,0.97494294,0.27941950,0.00000000,0.52845241,-0.39136811,0.00000000,
104.00000,-0.98277164,-0.24285041,0.00000000,0.45283501,-0.44033264,0.00000000,-0.00047267191,-0.039042779,0.00000000,-0.97922480,0.83217623,0.00000000,0.98028428,0.27552356,0.00000000,0.51710018,-0.39490510,0.00000000,
105.00000,-0.97830377,-0.24726704,0.00000000,0.46494067,-0.43765808,0.00000000,-0.010260506,-0.030724550,0.00000000,-0.98014439,0.83283859,0.00000000,0.98551138,0.27159127,0.00000000,0.50589107,-0.39824357,0.00000000,
106.00000,-0.97371577,-0.25165794,0.00000000,0.47723400,-0.43478180,0.00000000,-0.020055879,-0.022397692,0.00000000,-0.98139544,0.83309963,0.00000000,0.99062566,0.26762463,0.00000000,0.49482585,-0.40139253,0.00000000,
107.00000,-0.96900579,-0.25602114,0.00000000,0.48971600,-0.43169226,0.00000000,-0.029862100,-0.014066205,0.00000000,-0.98297934,0.83295646,0.00000000,0.99562857,0.26362561,0.00000000,0.48390494,-0.40436071,0.00000000,
108.00000,-0.96417193,-0.26035457,0.00000000,0.50238726,-0.42837746,0.00000000,-0.039682492,-0.0057341134,0.00000000,-0.98489670,0.83240547,0.00000000,1.0005215,0.25959603,0.00000000,0.47312845,-0.40715662,0.00000000,
109.00000,-0.95921230,-0.26465603,0.00000000,0.51524789,-0.42482492,0.00000000,-0.049520390,0.0025945272,0.00000000,-0.98714734,0.83144234,0.00000000,1.0053060,0.25553767,0.00000000,0.46249619,-0.40978851,0.00000000,
110.00000,-0.95412501,-0.26892321,0.00000000,0.52829749,-0.42102173,0.00000000,-0.059379132,0.010915620,0.00000000,-0.98973028,0.83006201,0.00000000,1.0099835,0.25145222,0.00000000,0.45200769,-0.41226436,0.00000000,
111.00000,-0.94890816,-0.27315368,0.00000000,0.54153510,-0.41695448,0.00000000,-0.069262050,0.019225021,0.00000000,-0.99264365,0.82825873,0.00000000,1.0145553,0.24734126,0.00000000,0.44166224,-0.41459192,0.00000000,
112.00000,-0.94355987,-0.27734486,0.00000000,0.55495918,-0.41260932,0.00000000,-0.079172460,0.027518533,0.00000000,-0.99588472,0.82602605,0.00000000,1.0190230,0.24320632,0.00000000,0.43145887,-0.41677865,0.00000000,
