NUM_BODIES
5

NAMES
Sun
Mercury
Venus
Earth
Mars

MASSES
1.9885e+30
3.3011e+23
4.8675e+24
5.9724e+24
6.4171e+23

RADII
6.95508e+08
2.4397e+07
6.0518e+07
6.371e+06
3.3962e+07

TRAJECTORIES
Step No,Sunx,Suny,Sunz,Sunvx,Sunvy,Sunvz,Mercuryx,Mercuryy,Mercuryz,Mercuryvx,Mercuryvy,Mercuryvz,Venusx,Venusy,Venusz,Venusvx,Venusvy,Venusvz,Earthx,Earthy,Earthz,Earthvx,Earthvy,Earthvz,Marsx,Marsy,Marsz,Marsvx,Marsvy,Marsvz,
4.2000000,-1.0784734E+09,8.1947182E+08,18483596.,-10.799282,-11.299057,0.34926033,2.6869529E+10,-5.8869048E+10,-7.4227403E+09,34408.156,23073.249,-1270.5325,1.0656578E+11,1.4369918E+10,-6.0072079E+09,-4520.9947,34577.291,735.29388,-1.4939543E+11,-1.6217863E+10,19172695.,2914.3894,-29708.766,0.91016234,-7.5793775E+10,2.2984504E+11,6.6507526E+09,-22124.198,-5467.8576,428.45777,
4.3000000,-1.0785667E+09,8.1937420E+08,18486614.,-10.799184,-11.299078,0.34924247,2.7167288E+10,-5.8670709E+10,-7.4338438E+09,34299.036,23307.933,-1241.3453,1.0652713E+11,1.4668718E+10,-6.0008782E+09,-4617.2183,34565.314,740.68213,-1.4937047E+11,-1.6474572E+10,19180560.,2965.5081,-29702.938,0.90992617,-7.5984954E+10,2.2979788E+11,6.6544569E+09,-22118.084,-5486.6241,427.91452,
4.4000000,-1.0786600E+09,8.1927658E+08,18489631.,-10.799085,-11.299098,0.34922460,2.7464110E+10,-5.8470341E+10,-7.4446957E+09,34188.492,23542.378,-1212.0470,1.0648766E+11,1.4967415E+10,-5.9945020E+09,-4713.4102,34553.069,746.06487,-1.4934507E+11,-1.6731231E+10,19188423.,3016.6135,-29697.023,0.90968836,-7.6176081E+10,2.2975056E+11,6.6581564E+09,-22111.956,-5505.3834,427.37107,
4.5000000,-1.0787533E+09,8.1917895E+08,18492649.,-10.798987,-11.299118,0.34920673,2.7759983E+10,-5.8267947E+10,-7.4552949E+09,34076.519,23776.579,-1182.6375,1.0644735E+11,1.5266008E+10,-5.9880792E+09,-4809.5695,34540.557,751.44206,-1.4931922E+11,-1.6987839E+10,19196283.,3067.7055,-29691.020,0.90944890,-7.6367155E+10,2.2970307E+11,6.6618512E+09,-22105.813,-5524.1354,426.82741,
4.6000000,-1.0788466E+09,8.1908133E+08,18495666.,-10.798888,-11.299138,0.34918885,2.8054896E+10,-5.8063528E+10,-7.4656405E+09,33963.114,24010.530,-1153.1171,1.0640621E+11,1.5564494E+10,-5.9816099E+09,-4905.6954,34527.778,756.81367,-1.4929294E+11,-1.7244396E+10,19204142.,3118.7839,-29684.929,0.90920779,-7.6558176E+10,2.2965542E+11,6.6655414E+09,-22099.656,-5542.8801,426.28355,
4.7000000,-1.0789399E+09,8.1898370E+08,18498683.,-10.798789,-11.299157,0.34917097,2.8348834E+10,-5.7857086E+10,-7.4757315E+09,33848.271,24244.224,-1123.4859,1.0636424E+11,1.5862870E+10,-5.9750943E+09,-5001.7874,34514.731,762.17964,-1.4926621E+11,-1.7500900E+10,19211999.,3169.8485,-29678.750,0.90896504,-7.6749143E+10,2.2960761E+11,6.6692268E+09,-22093.484,-5561.6175,425.73949,
4.8000000,-1.0790332E+09,8.1888608E+08,18501700.,-10.798690,-11.299176,0.34915309,2.8641786E+10,-5.7648624E+10,-7.4855670E+09,33731.987,24477.655,-1093.7439,1.0632144E+11,1.6161135E+10,-5.9685322E+09,-5097.8445,34501.418,767.53993,-1.4923905E+11,-1.7757352E+10,19219853.,3220.8992,-29672.484,0.90872065,-7.6940058E+10,2.2955964E+11,6.6729075E+09,-22087.298,-5580.3476,425.19523,
4.9000000,-1.0791265E+09,8.1878845E+08,18504716.,-10.798590,-11.299194,0.34913520,2.8933740E+10,-5.7438144E+10,-7.4951460E+09,33614.257,24710.817,-1063.8913,1.0627781E+11,1.6459286E+10,-5.9619238E+09,-5193.8662,34487.837,772.89452,-1.4921144E+11,-1.8013749E+10,19227706.,3271.9359,-29666.130,0.90847461,-7.7130919E+10,2.2951151E+11,6.6765836E+09,-22081.097,-5599.0703,424.65077,
5.0000000,-1.0792198E+09,8.1869083E+08,18507733.,-10.798491,-11.299212,0.34911731,2.9224684E+10,-5.7225649E+10,-7.5044675E+09,33495.078,24943.702,-1033.9283,1.0623335E+11,1.6757321E+10,-5.9552691E+09,-5289.8516,34473.989,778.24335,-1.4918339E+11,-1.8270093E+10,19235556.,3322.9584,-29659.688,0.90822693,-7.7321726E+10,2.2946321E+11,6.6802549E+09,-22074.882,-5617.7857,424.10610,
5.1000000,-1.0793131E+09,8.1859320E+08,18510750.,-10.798391,-11.299229,0.34909941,2.9514603E+10,-5.7011140E+10,-7.5135307E+09,33374.443,25176.304,-1003.8550,1.0618806E+11,1.7055238E+10,-5.9485681E+09,-5385.8000,34459.874,783.58638,-1.4915490E+11,-1.8526381E+10,19243404.,3373.9665,-29653.158,0.90797761,-7.7512480E+10,2.2941476E+11,6.6839215E+09,-22068.652,-5636.4938,423.56123,
